2.433651961216024340e+00 2.840583094765761867e+06
2.509028845638134886e+00 2.412265064507246017e+06
2.584405730060244988e+00 2.048663599160644924e+06
2.659782614482355978e+00 1.739980489515559981e+06
2.735159498904466524e+00 1.477905128186850576e+06
2.810536383326577070e+00 1.255386454721061513e+06
2.885913267748687616e+00 1.066442151761752320e+06
2.961290152170798162e+00 9.059962852315895725e+05
3.036667036592908264e+00 7.697417624775825534e+05
3.112043921015019254e+00 6.540236698594772024e+05
3.187420805437129356e+00 5.557403470429943409e+05
3.262797689859240347e+00 4.722594899562327191e+05
3.338174574281350893e+00 4.013469976969909039e+05
3.413551458703461439e+00 3.411066240948618506e+05
3.488928343125571985e+00 2.899287907137067523e+05
3.564305227547682087e+00 2.464471683914039750e+05
3.639682111969792633e+00 2.095018463636951346e+05
3.715058996391903623e+00 1.781080878319885815e+05
3.790435880814014169e+00 1.514298233097646444e+05
3.865812765236124715e+00 1.287571620938187989e+05
3.941189649658235261e+00 1.094873117254605022e+05
4.016566534080345363e+00 9.310838814717651985e+04
4.091943418502456353e+00 7.918567780447761470e+04
4.167320302924566455e+00 6.734997973723168252e+04
4.242697187346676557e+00 5.728771218340376799e+04
4.318074071768787547e+00 4.873251610704726772e+04
4.393450956190897649e+00 4.145812882697190798e+04
4.468827840613008640e+00 3.527233508443695609e+04
4.544204725035118742e+00 3.001183291176392231e+04
4.619581609457229732e+00 2.553787390947745007e+04
4.694958493879339834e+00 2.173256542632698620e+04
4.770335378301450824e+00 1.849572651273158044e+04
4.845712262723560926e+00 1.574222131206732047e+04
4.921089147145671916e+00 1.339969579558392070e+04
4.996466031567782018e+00 1.140665309049214011e+04
5.071842915989893008e+00 9.710821020153849531e+03
5.147219800412003110e+00 8.267765021896770122e+03
5.222596684834114100e+00 7.039710236306310435e+03
5.297973569256224202e+00 5.994540988815558194e+03
5.373350453678335192e+00 5.104950930889772280e+03
5.448727338100445294e+00 4.347721097786441533e+03
5.524104222522557173e+00 3.703106589245383020e+03
5.599481106944666386e+00 3.154315494229022988e+03
5.674857991366778265e+00 2.687066155631547190e+03
5.750234875788888367e+00 2.289210970777366583e+03
5.825611760210998469e+00 1.950416706127860380e+03
5.900988644633109459e+00 1.661892817089017626e+03
5.976365529055220449e+00 1.416160547764590319e+03
6.051742413477330551e+00 1.206856675357435734e+03
6.127119297899441541e+00 1.028566688823456843e+03
6.202496182321551643e+00 8.766829769188008186e+02
6.277873066743661745e+00 7.472842673575861454e+02
6.353249951165772735e+00 6.370331247715841982e+02
6.428626835587883726e+00 5.430887959644911689e+02
6.504003720009993827e+00 4.630330988993557639e+02
6.579380604432104818e+00 3.948073984497764854e+02
6.654757488854214920e+00 3.366590062384381667e+02
6.730134373276325910e+00 2.870955918292303863e+02
