2.433651961216024340e+00 2.603932926963239443e+06
2.509028845638134886e+00 2.209936220090575516e+06
2.584405730060244988e+00 1.875663166337929899e+06
2.659782614482355978e+00 1.592044164940809365e+06
2.735159498904466524e+00 1.351390462358460762e+06
2.810536383326577070e+00 1.147181936163406819e+06
2.885913267748687616e+00 9.738895845534708351e+05
2.961290152170798162e+00 8.268245542315773200e+05
3.036667036592908264e+00 7.020103014313774183e+05
3.112043921015019254e+00 5.960742094403125811e+05
3.187420805437129356e+00 5.061557263495718362e+05
3.262797689859240347e+00 4.298284948106007068e+05
3.338174574281350893e+00 3.650343414508361020e+05
3.413551458703461439e+00 3.100273167807047139e+05
3.488928343125571985e+00 2.633262532617770485e+05
3.564305227547682087e+00 2.236745431696659653e+05
3.639682111969792633e+00 1.900060359200354142e+05
3.715058996391903623e+00 1.614161224627636257e+05
3.790435880814014169e+00 1.371372166939360905e+05
3.865812765236124715e+00 1.165179642323882581e+05
3.941189649658235261e+00 9.900561106755904621e+04
4.016566534080345363e+00 8.413105115114447835e+04
4.091943418502456353e+00 7.149614521445333958e+04
4.167320302924566455e+00 6.076296531918903929e+04
4.242697187346676557e+00 5.164467224607779644e+04
4.318074071768787547e+00 4.389777740397072193e+04
4.393450956190897649e+00 3.731557886710162711e+04
4.468827840613008640e+00 3.172259292798285605e+04
4.544204725035118742e+00 2.696983043962231750e+04
4.619581609457229732e+00 2.293078796667661663e+04
4.694958493879339834e+00 1.949804945948641398e+04
4.770335378301450824e+00 1.658039862506889040e+04
4.845712262723560926e+00 1.410037118927537995e+04
4.921089147145671916e+00 1.199217860823792398e+04
4.996466031567782018e+00 1.019994352332865128e+04
5.071842915989893008e+00 8.676203988339735588e+03
5.147219800412003110e+00 7.380643324853956074e+03
5.222596684834114100e+00 6.279012183097108391e+03
5.297973569256224202e+00 5.342213516348624580e+03
5.373350453678335192e+00 4.545525835640156401e+03
5.448727338100445294e+00 3.867943800796343112e+03
5.524104222522557173e+00 3.291618389991278491e+03
5.599481106944666386e+00 2.801381581259308405e+03
5.674857991366778265e+00 2.384342763188180015e+03
5.750234875788888367e+00 2.029546028827506916e+03
5.825611760210998469e+00 1.727679150090575149e+03
5.900988644633109459e+00 1.470826423419741559e+03
5.976365529055220449e+00 1.252258759775618728e+03
6.051742413477330551e+00 1.066255395014542046e+03
6.127119297899441541e+00 9.079524474422977391e+02
6.202496182321551643e+00 7.732142714433509809e+02
6.277873066743661745e+00 6.585241684994418847e+02
6.353249951165772735e+00 5.608915365948331555e+02
6.428626835587883726e+00 4.777729802135444288e+02
6.504003720009993827e+00 4.070052772743604805e+02
6.579380604432104818e+00 3.467484170234336034e+02
6.654757488854214920e+00 2.954371924801868090e+02
6.730134373276325910e+00 2.517400598419642677e+02
6.805511257698436012e+00 2.145241714820791685e+02
6.880888142120546114e+00 1.828256540023970445e+02
6.956265026542657104e+00 1.558243427928336473e+02
7.031641910964767206e+00 1.328223033348910462e+02
7.107018795386878196e+00 1.132255703916766407e+02
7.182395679808988298e+00 9.652862184911384702e+01
7.257772564231099288e+00 8.230117671655146694e+01
7.333149448653209390e+00 7.017696855815755441e+01
7.408526333075320380e+00 5.984419805436138518e+01
7.483903217497431370e+00 5.103741295598344863e+01
7.559280101919541472e+00 4.353060151137795941e+01
7.634656986341652463e+00 3.713131758678329675e+01
7.710033870763762565e+00 3.167568299628823425e+01
7.785410755185873555e+00 2.702413574328568302e+01
7.860787639607983657e+00 2.305781257865839962e+01
7.936164524030094647e+00 1.967547101616693084e+01
8.011541408452204749e+00 1.679087016710096592e+01
8.086918292874315739e+00 1.433054184086454264e+01
8.162295177296426729e+00 1.223189362642307287e+01
8.237672061718535943e+00 1.044159439576502102e+01
8.313048946140646933e+00 8.914200087358274516e+00
8.388425830562757923e+00 7.610983930445470946e+00
8.463802714984868913e+00 6.498940628814462883e+00
8.539179599406979904e+00 5.549938577020770758e+00
8.614556483829089117e+00 4.739998053686370838e+00
8.689933368251200108e+00 4.048676628552799528e+00
8.765310252673311098e+00 3.458545819241048314e+00
8.840687137095422088e+00 2.954745414483308963e+00
8.916064021517531302e+00 2.524603905843950447e+00
8.991440905939642292e+00 2.157315192754754918e+00
9.066817790361753282e+00 1.843663191703868609e+00
9.142194674783864272e+00 1.575787227805770074e+00
9.217571559205973486e+00 1.346982148423103709e+00
9.292948443628084476e+00 1.151528001776777499e+00
9.368325328050195466e+00 9.845448920392139147e-01
9.443702212472306456e+00 8.418692762627908444e-01
9.519079096894415670e+00 7.199485247877707161e-01
9.594455981316526660e+00 6.157510399302542625e-01
9.669832865738637651e+00 5.266896302091100823e-01
9.745209750160748641e+00 4.505561796896694893e-01
9.820586634582857855e+00 3.854659431577899253e-01
9.895963519004968845e+00 3.298100455117511376e-01
9.971340403427079835e+00 2.822149744580100261e-01
1.004671728784919082e+01 2.415080348839825086e-01
1.012209417227130004e+01 2.066878858817754461e-01
1.019747105669341103e+01 1.768994113058177664e-01
1.027284794111552202e+01 1.514122853739595653e-01
1.034822482553763301e+01 1.296026890488874428e-01
1.042360170995974222e+01 1.109377132154842766e-01
1.049897859438185321e+01 9.496205307888387626e-02
1.057435547880396420e+01 8.128665651251000546e-02
1.064973236322607519e+01 6.957903878505866668e-02
1.072510924764818441e+01 5.955501846479781258e-02
1.080048613207029540e+01 5.097166542300711478e-02
1.087586301649240639e+01 4.362128265767144936e-02
1.095123990091451738e+01 3.732626991947210482e-02
1.102661678533662659e+01 3.193473951380698672e-02
1.110199366975873758e+01 2.731677374453428050e-02
1.117737055418084857e+01 2.336122974387664850e-02
1.125274743860295956e+01 1.997301131259326956e-02
1.132812432302506878e+01 1.707073922821626330e-02
1.140350120744717977e+01 1.458476156865843795e-02
1.147887809186929076e+01 1.245545420054179099e-02
1.155425497629140175e+01 1.063176891540743539e-02
1.162963186071351096e+01 9.069992949708997887e-03
1.170500874513562195e+01 7.732688955430194744e-03
1.178038562955773294e+01 6.587789033331990091e-03
1.185576251397984393e+01 5.607820316237754205e-03
1.193113939840195314e+01 4.769242894155653091e-03
1.200651628282406413e+01 4.051883690752736307e-03
1.208189316724617512e+01 3.438452303550762045e-03
1.215727005166828611e+01 2.914126869444828155e-03
1.223264693609039533e+01 2.466199764944954249e-03
1.230802382051250632e+01 2.083774441377827125e-03
1.238340070493461731e+01 1.757505967090053573e-03
1.245877758935672830e+01 1.479378933759417387e-03
1.253415447377883751e+01 1.242517309806231290e-03
1.260953135820094850e+01 1.041021614051103415e-03
1.268490824262305949e+01 8.698294572260812383e-04
1.276028512704517048e+01 7.245960747428835261e-04
1.283566201146727970e+01 6.015919658131856735e-04
1.291103889588939069e+01 4.976151739885144309e-04
1.298641578031150168e+01 4.099161030013289526e-04
1.306179266473361267e+01 3.361330684567763417e-04
1.313716954915572188e+01 2.742370481013904214e-04
1.321254643357783287e+01 2.224843176070429127e-04
1.328792331799994386e+01 1.793758505897249120e-04
1.336330020242205485e+01 1.436225256206431625e-04
1.343867708684416407e+01 1.141153232302842546e-04
1.351405397126627506e+01 8.989981566314150872e-05
1.358943085568838605e+01 7.015435415729755675e-05
1.366480774011049704e+01 5.417144505711044857e-05
1.374018462453260625e+01 4.134187895733118344e-05
1.381556150895471724e+01 3.114123781569396875e-05
1.389093839337682823e+01 2.311845479151386761e-05
1.396631527779893922e+01 1.688614154803739093e-05
1.404169216222104843e+01 1.211242894981102488e-05
1.411706904664315942e+01 8.514090678153809959e-06
1.419244593106527041e+01 5.850736763981403080e-06
1.426782281548738140e+01 3.919877341816217268e-06
1.434319969990949062e+01 2.552668557553405913e-06
1.441857658433160161e+01 1.610165521268561355e-06
